0.0051172,0,2.5173,0.0048828,0.01
0.0051172,0,2.5173,0.0048828,0.01
0.00023438,0,2.5368,0.0097656,0.01
0.00023438,0,2.5368,0.0097656,0.01
-0.0046484,0,2.5563,0.014648,0.01
-0.0046484,0,2.5564,0.014648,0.01
-0.0046484,4.8828,1.5799,0.014648,0.01
-0.0046484,0,2.5565,0.014648,0.01
-0.0046484,0,2.5565,0.014648,0.01
0.00023438,0,2.537,0.0097656,0.01
0.00023438,0,2.537,0.0097656,0.01
0.0051172,0,2.5174,0.0048828,0.01
0.0051172,0,2.5174,0.0048828,0.01
0.0051172,0,2.5173,0.0048828,0.01
0.00023438,0,2.5368,0.0097656,0.01
0.00023438,0,2.5368,0.0097656,0.01
-0.0046484,0,2.5564,0.014648,0.01
-0.0095312,0,2.576,0.019531,0.01
-0.014414,0,2.5956,0.024414,0.01
-0.014414,0,2.5958,0.024414,0.01
-0.019297,0,2.6155,0.029297,0.01
-0.014414,0,2.5961,0.024414,0.01
-0.014414,0,2.5962,0.024414,0.01
-0.014414,-4.8828,3.5729,0.024414,0.01
-0.0095312,0,2.5769,0.019531,0.01
-0.0046484,0,2.5575,0.014648,0.01
0.00023438,0,2.5379,0.0097656,0.01
0.0051172,0,2.5184,0.0048828,0.01
0.0051172,0,2.5183,0.0048828,0.01
0.01,0,2.4987,0,0.01
0.01,0,2.4986,0,0.01
0.01,0,2.4985,0,0.01
0.01,0,2.4984,0,0.01
0.01,0,2.4983,0,0.01
0.0051172,0,2.5178,0.0048828,0.01
0.0051172,0,2.5177,0.0048828,0.01
0.0051172,0,2.5176,0.0048828,0.01
0.0051172,0,2.5176,0.0048828,0.01
0.00023438,0,2.5371,0.0097656,0.01
0.00023438,-4.8828,3.5136,0.0097656,0.01
0.00023438,0,2.537,0.0097656,0.01
0.00023438,0,2.537,0.0097656,0.01
0.00023438,0,2.537,0.0097656,0.01
0.00023438,0,2.537,0.0097656,0.01
0.00023438,0,2.537,0.0097656,0.01
