-0.77949,-595.12,122.86,-1.0205,-1.8
-0.76973,4.8828,2.8255,-1.0303,-1.8
-0.70625,9.7656,1.6024,-1.0938,-1.8
-0.59883,14.648,0.20266,-1.2012,-1.8
-0.47676,14.648,-0.28027,-1.3232,-1.8
-0.34004,14.648,-0.82313,-1.46,-1.8
-0.22773,9.7656,-0.29305,-1.5723,-1.8
-0.16914,0,1.4276,-1.6309,-1.8
-0.1252,4.8828,0.27672,-1.6748,-1.8
-0.095898,0,1.1372,-1.7041,-1.8
-0.061719,4.8828,0.024677,-1.7383,-1.8
-0.037305,0,0.90406,-1.7627,-1.8
-0.0080078,4.8828,-0.18948,-1.792,-1.8
0.026172,4.8828,-0.32631,-1.8262,-1.8
0.055469,4.8828,-0.44391,-1.8555,-1.8
0.084766,4.8828,-0.56181,-1.8848,-1.8
0.10918,0,0.31612,-1.9092,-1.8
0.14824,4.8828,-0.81799,-1.9482,-1.8
0.18242,4.8828,-0.95638,-1.9824,-1.8
0.21172,4.8828,-1.0756,-2.0117,-1.8
0.23125,0,-0.17934,-2.0313,-1.8
0.25566,0,-0.27946,-2.0557,-1.8
0.28008,0,-0.37982,-2.0801,-1.8
0.30449,4.8828,-1.457,-2.1045,-1.8
0.32402,4.8828,-1.5382,-2.124,-1.8
0.34355,4.8828,-1.6197,-2.1436,-1.8
0.3582,4.8828,-1.6818,-2.1582,-1.8
0.36797,4.8828,-1.7245,-2.168,-1.8
0.37285,0,-0.77112,-2.1729,-1.8
0.37773,4.8828,-1.771,-2.1777,-1.8
0.37285,0,-0.7786,-2.1729,-1.8
0.36797,0,-0.76278,-2.168,-1.8
0.3582,0,-0.72735,-2.1582,-1.8
0.34355,-4.8828,0.3043,-2.1436,-1.8
0.32891,0,-0.61702,-2.1289,-1.8
0.30937,0,-0.54206,-2.1094,-1.8
0.28984,0,-0.4669,-2.0898,-1.8
0.2752,0,-0.41112,-2.0752,-1.8
0.26055,0,-0.35519,-2.0605,-1.8
0.2459,0,-0.2991,-2.0459,-1.8
0.23125,0,-0.24287,-2.0313,-1.8
0.22148,0,-0.20606,-2.0215,-1.8
0.21172,0,-0.16914,-2.0117,-1.8
0.20195,0,-0.13212,-2.002,-1.8
0.19707,0,-0.11456,-1.9971,-1.8
0.19219,0,-0.096954,-1.9922,-1.8
0.1873,0,-0.0793,-1.9873,-1.8
0.1873,0,-0.081173,-1.9873,-1.8
0.1873,0,-0.083046,-1.9873,-1.8
0.19219,0,-0.1045,-1.9922,-1.8
0.19219,0,-0.10642,-1.9922,-1.8
0.19707,0,-0.12789,-1.9971,-1.8
0.19707,0,-0.12983,-1.9971,-1.8
0.19707,0,-0.1318,-1.9971,-1.8
0.19707,0,-0.13373,-1.9971,-1.8
0.19707,0,-0.13568,-1.9971,-1.8
0.19707,0,-0.13762,-1.9971,-1.8
0.19707,0,-0.13959,-1.9971,-1.8
0.19707,0,-0.14154,-1.9971,-1.8
0.19707,0,-0.14351,-1.9971,-1.8
0.19219,-4.8828,0.85065,-1.9922,-1.8
0.19707,0,-0.14739,-1.9971,-1.8
0.19707,0,-0.14934,-1.9971,-1.8
0.20195,0,-0.17086,-2.002,-1.8
0.20195,0,-0.17288,-2.002,-1.8
0.20684,0,-0.19448,-2.0068,-1.8
0.21172,0,-0.2161,-2.0117,-1.8
0.21172,-4.8828,0.75834,-2.0117,-1.8
0.2166,0,-0.23991,-2.0166,-1.8
0.22148,0,-0.26164,-2.0215,-1.8
0.22637,0,-0.2834,-2.0264,-1.8
0.22637,0,-0.28567,-2.0264,-1.8
0.22637,0,-0.28793,-2.0264,-1.8
0.22148,0,-0.27063,-2.0215,-1.8
0.22148,0,-0.27285,-2.0215,-1.8
0.21172,-4.8828,0.74061,-2.0117,-1.8
0.20684,0,-0.2185,-2.0068,-1.8
0.19707,-4.8828,0.7951,-1.9971,-1.8
0.1873,-4.8828,0.83223,-1.9873,-1.8
0.18242,0,-0.12665,-1.9824,-1.8
0.17266,0,-0.089351,-1.9727,-1.8
0.16777,0,-0.071517,-1.9678,-1.8
0.16289,0,-0.053625,-1.9629,-1.8
0.16289,0,-0.055249,-1.9629,-1.8
0.16289,4.8828,-1.0334,-1.9629,-1.8
0.16289,0,-0.058463,-1.9629,-1.8
0.16289,0,-0.060091,-1.9629,-1.8
0.16777,0,-0.081291,-1.9678,-1.8
0.17266,0,-0.10252,-1.9727,-1.8
0.17754,0,-0.12379,-1.9775,-1.8
0.17754,0,-0.12556,-1.9775,-1.8
0.18242,0,-0.14691,-1.9824,-1.8
0.18242,0,-0.14873,-1.9824,-1.8
