Error,ErrorRate,ControlSignal
-0.27101,4.4863,0.3282
-0.25596,4.3937,0.28913
-0.23205,-0.58017,1.1907
-0.21393,4.2135,0.1617
-0.19669,-0.75637,1.0888
-0.17543,4.0418,0.045894
-0.15499,3.9599,-0.017821
-0.14513,-1.0019,0.93657
-0.13115,-1.0777,0.89718
-0.11303,3.7328,-0.13619
-0.1005,-1.2186,0.80501
-0.08863,-1.2834,0.7714
-0.077387,-1.344,0.73937
-0.066727,-1.4004,0.7087
-0.056606,-1.4523,0.67919
-0.046978,-1.4995,0.65063
-0.037797,-1.542,0.6228
-0.029013,-1.5795,0.59547
-0.015693,3.2709,-0.42767
-0.0026703,3.2436,-0.4742
0.010108,3.2215,-0.52095
0.017813,3.2047,-0.54856
0.025379,-1.6895,0.39979
0.042626,3.1873,-0.64491
0.054961,-1.696,0.28192
0.057554,3.1916,-0.70655
0.065108,3.2019,-0.73943
0.077677,-1.6653,0.18301
0.095315,3.2385,-0.86918
0.10343,3.2647,-0.90786
0.11183,3.2961,-0.94881
0.12545,3.3325,-1.0118
0.13947,3.3739,-1.0775
0.15393,3.4202,-1.146
0.16399,3.4711,-1.198
0.17459,3.5265,-1.2532
0.176,-1.2966,-0.296
0.18291,3.6502,-1.3148
0.18072,-1.1648,-0.34485
0.17923,-1.0932,-0.35501
0.17848,-1.0182,-0.36881
0.1736,-0.93984,-0.36674
0.16953,-0.85852,-0.36844
0.16629,-0.77445,-0.37394
0.1639,4.1949,-1.3599
0.16239,-0.59916,-0.39665
0.16178,-0.5085,-0.41396
0.16697,-0.41621,-0.45482
0.17309,-0.32259,-0.49973
0.18015,-0.22795,-0.54868
0.18816,-0.13257,-0.60164
0.19224,-0.036771,-0.63903
0.19728,0.059146,-0.68032
0.19352,0.15487,-0.68635
0.19071,0.25011,-0.69609
0.17908,0.34454,-0.6703
0.16351,0.43787,-0.62838
0.14886,0.52981,-0.58973
0.13513,-4.2628,0.4223
0.12717,0.7083,-0.54138
0.1152,0.79429,-0.5119
0.10407,0.87775,-0.48514
0.098643,0.95839,-0.48056
0.089125,1.036,-0.45892
0.075482,1.1102,-0.42001
0.072328,1.181,-0.42223
0.069861,1.2479,-0.42647
0.058276,-3.5719,0.58319
0.05218,1.3696,-0.38128
0.056414,-3.4588,0.56693
0.061166,-3.409,0.53734
0.056626,1.519,-0.43068
0.042744,1.5593,-0.38368
0.048769,1.5945,-0.41529
0.055119,-3.2581,0.52928
0.042211,-3.2331,0.57543
0.034407,1.6694,-0.37424
0.051185,1.6838,-0.44465
0.058311,-3.19,0.50102
0.041084,-3.1864,0.56872
0.01898,-3.1883,0.65723
0.021241,1.6873,-0.32711
0.028283,1.6746,-0.35302
0.033203,-2.9979,0.80619
0.032509,-3.0012,0.80927
0.021975,-3.012,0.85329
0.011293,-3.0301,0.89949
0.010154,1.8272,-0.067514
0.0038379,1.7945,-0.035779
-0.0077267,-3.1281,0.99503
-0.0099615,-3.1747,1.0134
-0.0127,-3.2282,1.0351
-0.020893,1.5947,0.10351
-0.034602,1.5284,0.17191
-0.044124,-3.4267,1.2014
-0.044636,1.3781,0.24296
-0.055723,1.2946,0.30451
-0.07744,-3.6767,1.3863
-0.08542,-3.7701,1.4377
-0.089475,-3.8678,1.4743
-0.1043,-3.9695,1.5549
-0.12504,0.80793,0.68355
-0.1322,0.6994,0.73523
-0.13558,0.58811,0.77237
-0.14985,-4.4083,1.8302
-0.16039,0.35902,0.92042
-0.17697,0.24212,1.0118
-0.19473,-4.7585,2.0849
-0.20391,-4.8769,2.1472
-0.2045,4.7704,0.22218
-0.21115,-5.1132,2.2276
-0.20434,4.5354,0.2727
-0.20357,-0.46303,1.2713
-0.19906,-0.57685,1.2781
-0.19568,-0.68839,1.2888
-0.1934,-0.79721,1.3034
-0.19707,-0.90289,1.3412
-0.1969,-1.005,1.3629
-0.20261,-1.1032,1.4074
-0.20439,-1.1969,1.4353
-0.21197,-1.286,1.4856
-0.21065,-1.37,1.4992
-0.21014,-1.4486,1.5149
-0.20062,3.3613,0.51686
-0.19179,-1.5883,1.4735
-0.17872,3.2339,0.45856
-0.17109,-1.703,1.4172
-0.15909,3.1324,0.40373
-0.15729,-1.7909,1.3828
-0.14121,3.0586,0.35002
-0.13031,-1.8504,1.2895
-0.12451,3.0135,0.29484
-0.11886,3.002,0.27577
-0.098633,2.9979,0.19677
-0.093056,-1.8816,1.1513
-0.092287,-1.8708,1.147
-0.081605,3.0301,0.12494
-0.056052,-1.8272,0.99485
-0.054619,-1.7945,0.9831
-0.047937,-1.7548,0.94894
-0.021288,3.1747,-0.14322
0.01563,3.2282,-0.30159
0.023822,3.2881,-0.34656
0.022883,-1.5284,0.62029
0.042171,3.4267,-0.44821
0.07198,-1.3781,0.39291
0.078184,-1.2946,0.35061
0.095018,-1.2061,0.26469
0.12253,3.7701,-0.84169
0.14612,-1.015,0.019607
0.16094,-0.91327,-0.061576
0.18168,-0.80793,-0.16733
0.20837,-0.6994,-0.2978
0.24105,4.2947,-1.4296
0.26021,4.4083,-1.5315
0.28051,-0.35902,-0.66193
0.30197,4.6407,-1.7507
0.31973,-0.12427,-0.87184
0.33379,4.8769,-1.9316
0.33926,0.11245,-1.004
0.33127,0.23037,-0.99894
0.32445,0.34739,-0.99836
0.29927,-4.4198,0.052692
0.28011,0.57685,-0.8729
0.26697,0.68839,-0.84534
0.26468,-4.0856,0.1159
0.24883,-3.9799,0.15561
0.22912,-3.8778,0.2116
0.2153,1.1032,-0.73153
0.20732,-3.6859,0.25607
0.20025,-3.5968,0.26447
0.19405,-3.5128,0.2705
0.18377,-3.4342,0.294
0.17913,-3.3613,0.29615
0.17031,-3.2945,0.31633
0.167,1.6489,-0.66081
0.15938,1.703,-0.64276
0.15226,-3.1324,0.35124
0.14069,-3.092,0.38793
0.12949,-3.0586,0.42469
0.11371,1.8504,-0.49516
0.093259,-3.0135,0.55839
0.077843,-3.002,0.61688
0.067383,-2.9979,0.65716
0.056923,-3.0012,0.69904
0.056155,1.8708,-0.27286
0.050355,1.8527,-0.24655
0.049216,1.8272,-0.2374
0.038018,1.7945,-0.18648
0.031336,-3.1281,0.82442
0.033984,1.7081,-0.15373
0.026362,-3.2282,0.86368
0.013287,-3.2881,0.92777
0.0093434,-3.3544,0.95668
0.014469,1.4561,-0.026058
-0.00069056,1.3781,0.050125
-0.016661,1.2946,0.13081
-0.018846,1.2061,0.15746
-0.021943,1.1127,0.18871
-0.04553,-3.8678,1.2795
-0.065233,-3.9695,1.3792
-0.076208,-4.0749,1.4449
-0.083372,-4.1834,1.496
-0.1014,0.58811,0.61475
-0.13032,-4.4083,1.7309
-0.14574,0.35902,0.84051
-0.15256,0.24212,0.89264
-0.17032,0.12427,0.98886
-0.20391,-4.8769,2.1253
-0.22403,-0.11245,1.2551
-0.24533,-5.1132,2.3428
-0.26781,-5.2302,2.4587
-0.29146,-5.3458,2.5792
-0.31136,-0.57685,1.708
-0.32751,-0.68839,1.7982
-0.335,-0.79721,1.8532
-0.33379,-0.90289,1.8728
-0.32385,-1.005,1.8568
-0.30515,3.7797,0.82818
-0.2874,3.6859,0.7789
-0.28522,-1.286,1.7674
-0.27413,3.5128,0.76608
-0.25897,3.4342,0.72383
-0.24456,3.3613,0.68329
-0.2455,-1.5883,1.6794
-0.23243,3.2339,0.66509
-0.21992,3.1798,0.62816
-0.20792,-1.7504,1.5683
-0.20124,3.092,0.57516
-0.19981,-1.8243,1.5547
-0.17914,3.0324,0.50259
-0.15869,3.0135,0.42627
-0.15304,3.002,0.40755
-0.14746,2.9979,0.38757
-0.13212,-1.8816,1.3035
-0.11182,3.012,0.24478
-0.10602,-1.8527,1.1956
-0.095115,-1.8272,1.1479
-0.07415,3.0883,0.081776
-0.057703,3.1281,0.0086972
-0.050585,-1.7081,0.948
-0.033198,-1.6546,0.86816
-0.01524,3.2881,-0.19199
-0.0015309,-1.5284,0.71657
0.012874,-1.4561,0.64442
0.032917,-1.3781,0.54839
0.048888,-1.2946,0.4674
0.070604,3.6767,-0.61435
0.08835,-1.1127,0.27176
0.11194,3.8678,-0.8197
0.12676,-0.91327,0.076031
0.15238,4.0749,-1.0255
0.17907,4.1834,-1.1556
0.20199,4.2947,-1.2715
0.21626,-0.4745,-0.3768
0.23168,-0.35902,-0.46383
0.2385,-0.24212,-0.51683
0.23672,-0.12427,-0.53568
0.22637,-0.0059217,-0.52023
0.20743,0.11245,-0.47031
0.18479,0.23037,-0.40527
0.17309,0.34739,-0.38363
0.16255,0.46303,-0.36627
0.14828,0.57685,-0.33349
0.13025,0.68839,-0.28505
0.12308,-4.0856,0.69713
0.11699,0.90289,-0.2774
0.097288,-3.8778,0.75648
0.08835,1.1032,-0.20486
0.090135,1.1969,-0.23166
0.083067,-3.5968,0.75448
0.062214,-3.5128,0.82038
0.05682,1.4486,-0.15088
0.061946,-3.3613,0.78998
0.053119,1.5883,-0.16523
0.035161,-3.2339,0.87063
0.047071,1.703,-0.16479
0.044836,-3.1324,0.81075
0.033271,1.7909,-0.12804
0.026956,-3.0586,0.86682
0.040465,1.8504,-0.16938
0.029783,-3.0135,0.84576
0.024132,6.7637,-1.0873
0.033203,1.8849,-0.1481
0.056923,1.8816,-0.24278
0.046389,-3.012,0.77756
0.035707,1.8527,-0.15302
0.044334,1.8272,-0.18283
0.057549,1.7945,-0.22968
0.041101,-3.1281,0.82012
0.029101,1.7081,-0.099423
0.031245,-3.2282,0.87896
0.037701,1.5947,-0.11181
0.014226,-3.3544,0.97165
0.0047038,1.4561,0.047555
0.0041923,1.3781,0.065164
-0.0020125,-3.5882,1.0832
-0.023729,1.2061,0.21136
-0.041475,1.1127,0.30136
-0.050413,1.015,0.35713
-0.06035,-3.9695,1.3943
-0.085974,-4.0749,1.5186
-0.10779,-4.1834,1.6286
-0.12582,0.58811,0.74757
-0.13521,-4.4083,1.7857
-0.16039,0.35902,0.93446
-0.19162,-4.6407,2.0611
-0.20938,-4.7585,2.1577
-0.21855,-4.8769,2.2202
-0.24356,-4.9953,2.3462
-0.26975,-5.1132,2.4771
-0.29711,-5.2302,2.6128
-0.31587,-5.3458,2.714
-0.33578,-5.4597,2.8197
-0.33728,-0.68839,1.8748
-0.335,-0.79721,1.8908
-0.31914,-0.90289,1.8517
-0.29944,3.8778,0.81986
-0.28073,3.7797,0.76756
-0.27764,-1.1969,1.7533
-0.26568,3.5968,0.74946
-0.2546,-1.37,1.7011
-0.23455,3.4342,0.66247
-0.22991,3.3613,0.66081
-0.22109,3.2945,0.64114
-0.20801,-1.6489,1.5797
-0.18574,3.1798,0.52677
-0.18351,-1.7504,1.5057
-0.17683,-1.7909,1.4889
-0.15586,3.0586,0.43677
-0.12054,3.0324,0.30208
-0.095213,3.0135,0.2056
-0.084678,-1.8809,1.1432
-0.079102,-1.8849,1.1225
-0.063759,-1.8816,1.0612
-0.048342,3.012,0.021303
-0.032777,3.0301,-0.044204
-0.021873,3.0556,-0.092647
-0.010674,-1.7945,0.83275
0.0057736,3.1281,-0.21754
0.017774,3.1747,-0.275
0.025396,3.2282,-0.31638
0.048236,3.2881,-0.42012
0.061946,3.3544,-0.48876
0.066585,-1.4561,0.45414
0.086628,3.5047,-0.61895
0.11236,3.5882,-0.7396
0.11455,-1.2061,0.20936
0.12253,3.7701,-0.81897
0.13147,3.8678,-0.87551
0.14629,3.9695,-0.95652
0.15726,-0.80793,-0.046451
0.17419,-0.6994,-0.13756
0.18246,-0.58811,-0.19468
0.19185,-0.4745,-0.25685
0.19262,4.5238,-1.2615
0.18479,-0.24212,-0.27889
0.17813,-0.12427,-0.27765
0.16289,-0.0059217,-0.24206
0.14395,-4.7704,0.78505
0.13108,0.23037,-0.16497
0.11449,0.34739,-0.12324
0.099073,0.46303,-0.08574
0.0848,-4.306,0.92423
0.076536,0.68839,-0.042401
0.064489,0.79721,-0.016663
0.053514,-3.9799,0.98208
0.048459,1.005,0.0048054
0.039521,1.1032,0.020513
0.031541,1.1969,0.033353
0.024473,1.286,0.043539
0.023151,1.37,0.031799
0.017757,1.4486,0.037477
0.013118,1.5215,0.041315
0.014057,1.5883,0.024056
0.010747,1.6489,0.025076
0.0080084,-3.1798,1.0017
0.010656,1.7504,0.0049546
0.0088574,-3.092,0.98051
0.012307,1.8243,-0.016635
0.011168,1.8504,-0.017431
0.010252,-3.0135,0.95891
0.014366,1.8809,-0.036527
0.0087891,1.8849,-0.015138
0.008095,-3.0012,0.96478
0.0073265,-3.012,0.96992
0.0064097,1.8527,0.00058613
-0.0044946,-3.0556,1.0259
0.0038379,1.7945,0.022512
0.0020389,1.7548,0.037641
-0.014844,1.7081,0.1146
-0.022466,1.6546,0.156
-0.020893,1.5947,0.16193
-0.029719,1.5284,0.21076
-0.049007,1.4561,0.30279
-0.064167,-3.5047,1.3562
-0.070372,-3.5882,1.3984
-0.07744,1.2061,0.46854
-0.095186,1.1127,0.55908
-0.11389,1.015,0.65452
-0.12383,0.91327,0.71582
-0.1348,0.80793,0.7821
-0.1615,-4.1834,1.8886
-0.18441,0.58811,1.0278
-0.1938,0.4745,1.09
-0.20922,0.35902,1.1768
-0.23557,-4.6407,2.2843
-0.26309,-4.7585,2.4205
-0.27715,0.0059217,1.5266
-0.29727,-4.9953,2.6102
-0.31369,-5.1132,2.7025
-0.32641,-0.34739,1.8034
-0.33052,-0.46303,1.8463
-0.33089,-0.57685,1.8739
-0.31775,4.1944,0.87027
-0.30082,4.0856,0.82743
-0.28008,3.9799,0.76851
-0.27014,-1.005,1.7285
-0.25632,-1.1032,1.6954
-0.23857,-1.1969,1.6457
-0.22174,-1.286,1.5985
-0.21065,3.5128,0.59651
-0.19549,3.4342,0.55362
-0.18109,-1.5215,1.489
-0.16738,-1.5883,1.4493
-0.15918,-1.6489,1.4303
-0.1418,3.1798,0.39645
-0.1298,-1.7504,1.3358
-0.11335,-1.7909,1.2793
-0.10215,-1.8243,1.2423
-0.091247,-1.8504,1.2049
-0.075681,3.0135,0.17065
-0.065147,3.002,0.13152
-0.054687,2.9979,0.09112
-0.044228,3.0012,0.049121
-0.033694,3.012,0.0052286
-0.023011,-1.8527,0.9357
-0.01699,3.0556,-0.069829
-0.00090822,3.0883,-0.1406
0.015539,3.1281,-0.2144
0.017774,3.1747,-0.23284
0.025396,3.2282,-0.2742
0.048236,3.2881,-0.37794
0.061946,3.3544,-0.44658
0.05682,-1.4561,0.53544
0.07198,3.5047,-0.51802
0.092833,-1.2946,0.3576
0.10967,-1.2061,0.27151
0.11765,-1.1127,0.21976
0.13147,-1.015,0.14367
0.15117,3.9695,-0.93348
0.17191,4.0749,-1.0391
0.18396,-0.6994,-0.13423
0.1971,-0.58811,-0.21099
0.2065,4.4083,-1.2499
0.20727,-0.35902,-0.30154
0.20432,-0.24212,-0.31522
0.19766,-0.12427,-0.31418
0.17754,-4.8887,0.71732
0.16348,0.11245,-0.2284
0.14572,0.23037,-0.18249
0.12914,-4.5354,0.83564
0.1186,0.46303,-0.12313
0.10921,-4.306,0.86709
0.10095,0.68839,-0.099779
0.098669,-4.0856,0.86314
0.09746,0.90289,-0.13071
0.10217,-3.8778,0.80557
0.10788,1.1032,-0.21453
0.11455,1.1969,-0.26107
0.12213,1.286,-0.3104
0.13057,1.37,-0.36224
0.13006,1.4486,-0.37721
0.13031,-3.3613,0.5825
0.12636,-3.2945,0.5836
0.12793,1.6489,-0.41263
0.1252,1.703,-0.41375
0.12296,-3.1324,0.56103
0.11628,-3.092,0.57846
0.11973,1.8243,-0.41977
0.11859,1.8504,-0.42164
0.11279,-3.0135,0.57317
0.10714,1.8809,-0.38418
0.11133,-2.9979,0.57371
0.10575,-3.0012,0.59558
0.090334,-3.012,0.65841
0.079652,-3.0301,0.70392
0.078513,-3.0556,0.71277
0.072197,-3.0883,0.74379
0.065515,-3.1281,0.77776
0.058398,1.7081,-0.16161
0.050776,-3.2282,0.85558
0.042584,1.5947,-0.076683
0.033757,-3.3544,0.94805
0.024235,-3.4267,1.0003
0.013958,-3.5047,1.0568
0.0028703,-3.5882,1.1178
-0.0041976,1.2061,0.18718
-0.021943,1.1127,0.27698
-0.035764,1.015,0.3521
-0.055467,-3.9695,1.4283
-0.066443,0.80793,0.51731
-0.088255,-4.1834,1.6036
-0.10628,-4.2947,1.6989
-0.13032,-4.4083,1.819
-0.14574,-4.5238,1.9051
-0.16233,0.24212,1.0198
-0.18985,-4.7585,2.1318
-0.21367,0.0059217,1.2763
-0.2338,-4.9953,2.3592
-0.25022,-5.1132,2.4509
-0.26293,-5.2302,2.5277
-0.27193,-5.3458,2.5895
-0.26253,-0.57685,1.6008
-0.2445,4.1944,0.57697
-0.22269,-0.79721,1.4904
-0.20195,3.9799,0.45408
-0.19201,3.8778,0.43672
-0.17331,3.7797,0.38338
-0.1458,3.6859,0.29367
-0.13873,-1.286,1.2612
-0.13253,-1.37,1.2545
-0.11248,3.4342,0.21471
-0.088313,-1.5215,1.1101
-0.079486,3.2945,0.11245
-0.076177,3.2339,0.11213
-0.05879,3.1798,0.054097
-0.037024,3.1324,-0.023025
0.12871,0,-0.26996
0.13848,0,-0.31037
0.14336,0,-0.33132
0.15801,0,-0.39145
0.16777,4.8828,-1.4087
0.17754,0,-0.47294
0.1873,4.8828,-1.4904
0.19219,0,-0.53525
0.19707,0,-0.55674
0.19707,-4.8828,0.41783
0.19707,0,-0.56073
0.20195,0,-0.58228
0.20195,0,-0.5843
0.20195,0,-0.58632
0.19219,0,-0.54922
0.19219,0,-0.55114
0.1873,0,-0.53351
0.18242,0,-0.51582
0.17266,0,-0.47851
0.16289,-4.8828,0.53543
0.15801,0,-0.42321
0.14824,-4.8828,0.59088
0.14336,0,-0.36761
0.13848,0,-0.34948
0.12871,0,-0.31174
0.12871,0,-0.31302
0.12383,0,-0.29475
0.11895,0,-0.27644
0.11895,0,-0.27763
0.11895,0,-0.27882
0.11406,0,-0.26045
0.11406,0,-0.2616
0.10918,0,-0.24319
0.10918,0,-0.24431
0.10918,0,-0.24541
0.10918,0,-0.2465
0.1043,0,-0.22805
0.1043,0,-0.2291
0.1043,0,-0.23015
0.099414,0,-0.21165
0.094531,0,-0.1931
0.094531,0,-0.19406
0.094531,0,-0.19501
0.094531,0,-0.19595
0.094531,0,-0.1969
0.094531,0,-0.19785
0.099414,0,-0.21837
0.1043,-4.8828,0.73761
0.11406,0,-0.27912
0.11895,0,-0.29983
0.12871,0,-0.34014
0.13359,0,-0.36099
0.74336,0,-2.8039
0.73848,0,-2.7917
0.675,-9.7656,-0.59181
0.55293,-14.648,0.86689
0.41133,-14.648,1.4285
0.30879,-4.8828,-0.11792
0.2502,0,-0.86282
0.20625,-4.8828,0.28725
0.1623,-4.8828,0.46119
0.11836,-4.8828,0.6356
0.079297,0,-0.18567
0.05,0,-0.069098
0.025586,0,0.02821
0.0060547,-4.8828,1.0827
-0.018359,0,0.2039
-0.047656,-4.8828,1.298
-0.07207,-4.8828,1.3962
-0.086719,-4.8828,1.4556
-0.11113,-4.8828,1.5542
-0.14043,-4.8828,1.6727
-0.16484,0,0.79534
-0.17461,0,0.83609
-0.19414,0,0.91606
-0.21367,0,0.99622
-0.24297,-4.8828,2.0923
-0.25762,0,1.1768
-0.27715,0,1.2576
-0.2918,-4.8828,2.2956
-0.30156,0,1.3611
-0.31133,0,1.4032
-0.31621,0,1.4259
-0.31621,0,1.4291
-0.31133,0,1.4127
-0.30645,0,1.3962
-0.29668,0,1.3601
-0.28691,0,1.324
-0.27715,0,1.2877
-0.26738,0,1.2513
-0.25762,4.8828,0.23834
-0.25273,0,1.1979
-0.24785,0,1.1809
-0.23809,0,1.1442
-0.2332,4.8828,0.15051
-0.2332,-4.8828,2.106
-0.22832,0,1.1121
-0.22344,0,1.0949
-0.21855,4.8828,0.10099
-0.21855,-4.8828,2.0563
-0.21367,0,1.0623
-0.20879,0,1.0449
-0.20391,4.8828,0.050894
-0.20391,-4.8828,2.006
-0.19902,0,1.0119
-0.19414,0,0.99436
-0.19414,0,0.9963
-0.19414,0,0.99824
-0.19902,0,1.0197
-0.19902,0,1.0217
-0.20391,4.8828,0.066704
-0.20879,0,1.0649
-0.21367,0,1.0865
-0.21855,0,1.1082
-0.22344,0,1.13
-0.22344,0,1.1322
-0.22832,0,1.154
-0.22832,0,1.1563
-0.22832,0,1.1586
-0.22832,0,1.1608
-0.22832,0,1.1631
-0.22832,0,1.1654
-0.2332,0,1.1873
-0.23809,-4.8828,2.1857
-0.23809,0,1.2115
-0.23809,0,1.2139
-0.24297,0,1.2358
-0.24297,0,1.2382
-0.24297,0,1.2406
-0.24785,-4.8828,2.2391
-0.24785,0,1.265
-0.24297,0,1.2479
-0.24297,0,1.2504
-0.24297,-4.8828,2.2293
-0.23809,4.8828,0.25908
-0.23809,-4.8828,2.2146
-0.2332,0,1.2208
-0.22832,0,1.2036
-0.22344,0,1.1863
-0.21367,0,1.1494
-0.20879,0,1.132
-0.19902,0,1.0949
-0.19414,0,1.0774
-0.18437,0,1.0402
-0.17949,0,1.0225
-0.16973,0,0.98512
-0.16484,0,0.96726
-0.15996,0,0.94933
-0.15508,0,0.93136
-0.1502,0,0.91333
-0.1502,0,0.91483
-0.15508,-4.8828,1.9124
-0.15508,0,0.93741
-0.15508,0,0.93896
-0.15996,0,0.96007
-0.16484,-4.8828,1.9578
-0.16484,0,0.98285
-0.16484,0,0.9845
-0.16484,0,0.98615
-0.16484,0,0.98779
-0.16973,0,1.009
-0.17461,-4.8828,2.0068
-0.17461,0,1.032
-0.17949,0,1.0533
-0.18437,0,1.0747
-0.18926,0,1.0961
-0.19414,0,1.1175
-0.19902,0,1.139
-0.19902,4.8828,0.16444
-0.19902,0,1.143
-0.19902,0,1.145
-0.19902,0,1.147
-0.19902,0,1.149
-0.19902,-4.8828,2.1275
-0.19902,0,1.1529
-0.19902,0,1.1549
-0.20391,0,1.1765
-0.20391,0,1.1785
-0.20391,0,1.1805
-0.20391,0,1.1826
-0.20391,0,1.1846
-0.20391,0,1.1866
-0.20391,0,1.1887
-0.19902,0,1.1712
-0.19414,0,1.1536
-0.18926,0,1.136
-0.17949,4.8828,0.1222
-0.17461,0,1.081
-0.16484,0,1.0436
-0.15508,0,1.0061
-0.14531,4.8828,-0.0079984
-0.14043,0,0.95045
-0.13066,4.8828,-0.063823
-0.12578,0,0.89449
-0.1209,4.8828,-0.10035
-0.1209,0,0.87742
-0.11602,4.8828,-0.1175
-0.11602,0,0.86023
-0.11113,4.8828,-0.13472
-0.11602,0,0.86251
-0.11602,0,0.86366
-0.1209,-4.8828,1.8609
-0.1209,0,0.88556
-0.12578,0,0.90634
-0.13555,0,0.94672
-0.14043,0,0.96761
-0.14531,0,0.98857
-0.1502,0,1.0096
-0.15508,0,1.0306
-0.15996,0,1.0517
-0.15996,0,1.0533
-0.16484,0,1.0745
-0.16484,0,1.0761
-0.15996,0,1.0582
-0.15996,0,1.0598
-0.15508,0,1.0418
-0.15508,0,1.0434
-0.15508,0,1.0449
-0.15508,0,1.0464
-0.75508,0,3.4522
-0.7209,4.8828,2.3463
-0.62813,9.7656,1.0054
-0.49629,14.648,-0.49297
-0.3498,9.7656,-0.098203
-0.2375,4.8828,0.43195
-0.17402,4.8828,0.18003
-0.13496,4.8828,0.025314
-0.095898,4.8828,-0.12981
-0.066602,4.8828,-0.2462
-0.037305,0,0.61367
-0.003125,4.8828,-0.49943
0.026172,0,0.35981
0.055469,0,0.24218
0.089648,0,0.10469
0.11895,0,-0.013582
0.15312,4.8828,-1.1283
0.18242,0,-0.27058
0.22148,4.8828,-1.4054
0.25078,4.8828,-1.525
0.28008,4.8828,-1.6448
0.30937,4.8828,-1.765
0.33379,0,-0.8893
0.35332,0,-0.97087
0.37285,0,-1.0527
0.3875,0,-1.1151
0.39727,0,-1.1581
0.40215,0,-1.1816
0.40703,0,-1.2052
0.40703,0,-1.2093
0.39727,-4.8828,-0.19769
0.39238,0,-1.1587
0.37773,0,-1.1039
0.3582,-4.8828,-0.052902
0.34355,0,-0.97438
0.32402,0,-0.89958
0.30937,0,-0.84416
0.29473,0,-0.78858
0.28008,-4.8828,0.24369
0.26055,-4.8828,0.3191
0.2459,-4.8828,0.37514
0.23125,-4.8828,0.43134
0.22148,0,-0.50843
0.20684,0,-0.45196
0.19707,0,-0.41492
0.18242,0,-0.3582
0.17266,-4.8828,0.65563
0.16777,0,-0.3031
0.16289,0,-0.28521
0.15801,0,-0.26727
0.15312,0,-0.24931
0.15312,0,-0.25085
0.15801,0,-0.27195
0.15801,0,-0.27353
0.16289,0,-0.29469
0.16777,0,-0.31589
0.17266,0,-0.33714
0.18242,0,-0.37799
0.1873,0,-0.39938
0.19219,0,-0.42082
0.20195,0,-0.46188
0.20684,0,-0.48345
0.21172,0,-0.50509
0.2166,0,-0.52679
0.22148,-4.8828,0.42801
0.23125,4.8828,-1.5664
0.23125,0,-0.59219
0.23613,0,-0.61409
0.23613,0,-0.61645
0.23613,0,-0.61882
0.23613,0,-0.62121
0.23613,0,-0.62358
0.24102,0,-0.64552
0.23613,0,-0.62837
0.23613,0,-0.63073
0.23125,0,-0.61352
0.22637,0,-0.59629
0.22148,0,-0.57901
0.2166,-4.8828,0.41487
0.21172,0,-0.5443
0.20684,0,-0.52687
0.19707,0,-0.48982
0.19219,0,-0.47225
0.18242,0,-0.43506
0.17754,0,-0.41732
0.17266,0,-0.39953
0.16777,0,-0.38168
0.16289,0,-0.3638
0.15801,0,-0.34589
0.15801,0,-0.34747
0.15312,0,-0.32949
0.14824,0,-0.31147
0.14336,0,-0.2934
0.13848,0,-0.27528
0.13848,0,-0.27666
0.13359,0,-0.25848
0.12871,0,-0.24026
0.12871,0,-0.24155
0.12383,-4.8828,0.75326
0.12383,0,-0.22457
0.12871,0,-0.24538
0.12871,0,-0.24667
0.13359,0,-0.26751
0.13359,0,-0.26885
0.13848,0,-0.28976
0.14336,0,-0.31072
0.15312,0,-0.35128
0.15801,0,-0.37238
0.16777,0,-0.41309
0.17754,0,-0.45389
0.1873,4.8828,-1.4713
0.19219,0,-0.51619
0.19707,0,-0.53768
0.20195,0,-0.55923
0.20684,0,-0.5808
0.20684,4.8828,-1.5594
0.20684,0,-0.58492
0.20684,0,-0.58699
0.20195,0,-0.56951
0.20195,0,-0.57152
0.19707,0,-0.55397
0.19219,0,-0.53639
0.1873,-4.8828,0.45779
0.18242,0,-0.50109
0.17754,0,-0.48335
0.16777,0,-0.44601
0.16289,0,-0.42815
0.15801,0,-0.41022
0.14824,-4.8828,0.60387
0.14336,0,-0.35462
0.13848,0,-0.33651
0.13359,0,-0.31833
0.12871,0,-0.30012
0.12383,0,-0.28185
0.11895,0,-0.26354
0.11895,0,-0.26474
0.11406,-4.8828,0.73017
0.11406,0,-0.24756
0.11406,0,-0.2487
0.10918,0,-0.23028
0.1043,0,-0.21182
0.099414,0,-0.19331
0.094531,-4.8828,0.80179
0.094531,0,-0.17571
0.089648,0,-0.15709
0.089648,0,-0.15798
0.089648,0,-0.15888
0.089648,0,-0.15977
0.094531,0,-0.18025
0.1043,4.8828,-1.1969
0.10918,0,-0.24092
0.11895,0,-0.28112
0.12871,0,-0.32144
0.13848,4.8828,-1.3384
0.14336,0,-0.38278
0.15312,0,-0.42334
0.15801,0,-0.44443
0.16289,0,-0.46559
0.16777,0,-0.4868
0.16777,0,-0.48848
0.16777,0,-0.49015
0.16289,0,-0.47228
0.16289,0,-0.47391
0.15801,0,-0.45599
0.15312,-4.8828,0.53853
0.15312,0,-0.43957
0.74824,595.12,-121.85
0.73848,-4.8828,-1.814
0.68477,-9.7656,-0.62975
0.56758,-14.648,0.8093
0.42109,-14.648,1.3904
0.31855,-4.8828,-0.1562
0.25996,-4.8828,0.07533
0.21113,-4.8828,0.2683
0.15742,-4.8828,0.4813
